Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
01/01/2025,00.00.00,2.411959129643325,1150.42985231967,184.40234709498935,-4.204290577873108,878.087421764836,173.58191600805068,1430.266969535255,85.7792185221125,1342.938034068426,835.252230056343,18.507946621874034,54.76481688233549,0.713105830334525
01/01/2025,01.00.00,2.9926672555084446,1246.6114038929977,320.4934918815037,4.945994892880015,849.9008750883537,111.32166629014506,637.2775642268923,112.23114900234785,1645.1709483208483,1030.3118177043002,13.347269835356462,29.71842627000486,0.728391334991809
01/01/2025,02.00.00,1.8264262339292596,1028.2204934957083,145.1299030096252,12.819228925474055,1427.7375434189732,158.41327573450488,1101.2683192908555,100.19491917501745,1029.1960010980156,1018.1406332430919,14.670288305737271,85.41708774452148,0.7603708558886828
01/01/2025,03.00.00,14.902605429237806,1214.6089185841852,-11.215909470211386,18.07779844423873,1131.6861051817953,209.6406204584071,786.667612489895,148.17663802244445,1175.2671978137807,1254.184925194293,24.22986013949734,35.8192435616982,0.7079874219542864
01/01/2025,04.00.00,2.4291319777859677,1100.7786823258255,-70.49948266728788,10.431230393780837,658.1520168110751,183.26139346721783,783.9617460912141,152.95584352862008,1350.0704361437797,904.404677194232,18.05072927001655,32.36802325885267,0.8191820304403887
01/01/2025,05.00.00,4.074290490619852,832.6918098249876,198.8161132992858,11.79304246632736,1139.4876546395878,41.115241284248995,675.8453881197414,119.5659706388189,1655.3238715212397,1124.741466562655,15.954716473051244,40.27833276157492,0.8198535711066695
01/01/2025,06.00.00,2.692660467995205,1049.5715846262667,459.72667858157774,13.315936781522714,624.4817722912435,198.46546919041958,769.0646129779586,128.1779881561682,1898.7977146273051,712.5198308365493,18.72323417129268,55.97152364111743,0.9024774016215801
01/01/2025,07.00.00,4.877665240519093,1163.450245592042,53.18246109078537,3.6116474588212055,722.4892877369016,137.49870491645498,1123.8068953998088,111.60006698795334,1805.1472825237774,1033.3475337767973,20.92286059488942,46.24320635626984,1.1683765511600908
01/01/2025,08.00.00,3.1458076241153585,1014.8938779755192,3.9602629475896833,13.377432593694632,877.097959287132,203.23930594706732,1159.4165372769708,100.24744048276628,1332.1151949299915,445.38351035906305,12.396225316187284,62.342079906030314,0.8173096096957225
01/01/2025,09.00.00,0.5960919511976615,1265.0916358722536,229.9619016524859,3.6519138669858364,975.547803052461,148.74300282614078,723.694826237446,114.23413578728331,1729.8683829975566,1445.135919831133,19.129028364766796,30.2598353127487,0.6559415196909628
01/01/2025,10.00.00,2.9950758584493786,1347.8009736920828,250.09585509100765,37.36689437492319,1084.4321810298982,238.27137380705688,1289.0281858233463,123.77058022860666,1482.3132778270174,1320.4190430743315,10.931879631949974,46.64297607083334,0.7193251955107258
01/01/2025,11.00.00,2.404911221879297,1785.1080319798857,-119.63561202127852,14.827991418285183,514.4888925093549,104.68831496925834,1325.4097279560463,104.70082734286939,1266.8530891036667,753.0728084257858,17.449754007536608,39.55539981725851,0.817640892247057
01/01/2025,12.00.00,2.3554507970981975,1064.8094675114041,502.8981894094466,14.455427641263679,406.8413602261545,159.400213164407,853.4196222615578,130.30055724397178,1347.4516430182948,984.1898364597971,16.66617433656875,62.47644210386331,0.6191728656998506
01/01/2025,13.00.00,1.8376164989361046,1107.7067238988411,68.76546973985711,22.509681114974732,1041.1283110199838,39.126388513394076,1279.2850689651013,171.54197775756103,1863.1558336333057,443.643018366713,12.226957480914823,68.23722581054889,0.688183172438148
01/01/2025,14.00.00,2.8980471384679505,1411.142886592179,26.302958456440933,9.519499262962684,89.42053431112879,58.779234491178926,963.742867941066,62.08416521482175,2032.6884705337993,477.9809638036712,12.425262092315268,51.92129471998092,0.989220704472545
01/01/2025,15.00.00,0.33705649346897837,1505.4898038144847,171.7493651399245,2.956833745831581,1056.0376673457067,160.4477204354078,870.0184804216784,104.88018761780656,1462.5201583238484,1072.0290172690713,17.371368991876373,72.81972970694815,0.6139169533372191
01/01/2025,16.00.00,5.199533284842788,749.0112611527225,146.60438478586605,14.13083448874551,1008.7657114335161,92.15952141002478,975.7252643763227,86.59998121186716,1404.8594209741007,1355.2974025664212,16.002138045308904,40.093300059348536,0.9133396568023873
01/01/2025,17.00.00,2.712044248819455,1420.425832360805,267.87868250430006,4.0424239212601725,789.2110987804006,206.0059638070348,1196.3868231458646,101.9340734087983,1604.556349282637,1520.0293271459852,11.745271939652222,57.90036959594446,0.7589935707189076
01/01/2025,18.00.00,1.9967791007101565,1489.8546913372288,298.2646166401537,15.733751374486086,1276.1671351257808,145.65127719052487,1215.68516876492,92.53530560749488,1663.0048651878726,978.2608909833232,14.835277829297015,58.590528154429116,0.672696456637287
01/01/2025,19.00.00,5.144154607749362,978.7461506822438,-18.27908403267594,18.186618656134804,1142.0559474699546,195.7702207853073,1201.2328605212197,102.21518760134158,1317.856033247092,1057.515959813171,11.361177922275727,64.04696710270323,0.7667172691995483
01/01/2025,20.00.00,1.1686542254534136,1144.9956688775367,234.2475655489324,5.930615711363441,720.8161842206166,164.15626745496954,1097.8757833815607,86.14712820809135,1438.296086703778,1117.6440580512062,7.901595567885002,29.831973956322972,0.6866737763236364
01/01/2025,21.00.00,2.0025478258179508,1298.5358845928029,399.1343315481963,16.048010429030708,893.6784306131319,142.32561067351256,761.5570114566186,102.01165206987743,1489.8328976445698,1152.5361738939214,10.687729190963687,57.50185440490453,1.002033789249136
01/01/2025,22.00.00,2.1451796624746606,1320.5859164563522,277.27054505587387,7.08731771890965,993.9143978461686,144.95228637160787,1058.1669960195056,77.5051125276201,1578.3280803014811,1219.9892847349013,20.912133155710997,63.81936951630736,1.088949456499213
01/01/2025,23.00.00,1.2478807657767312,1434.864182590266,198.61561963909867,25.530189783102337,724.4499953977577,74.12496424941395,870.2406892402811,33.62746269234654,1422.8342476618332,736.2060597047057,15.074905197572258,54.95157273102804,1.0501439118960434
02/01/2025,00.00.00,3.5882752968418012,1082.9481133721474,30.728568857243943,13.444674486161855,590.829817703024,296.10009951671265,1349.8052587381,87.37384181240378,1087.304776113704,1549.3563432206013,13.885992482127289,67.81941058913618,0.5639604599424852
02/01/2025,01.00.00,1.4767366039781797,1224.3113309831213,177.45252836209076,6.739639625109965,1097.9941141204952,55.18658937158743,993.4491907372656,106.52025070208038,1716.772026228648,1302.1956142131107,9.353070795182134,28.013216112479988,0.9663030736430053
02/01/2025,02.00.00,2.746125488114852,1041.2825317870515,410.89772218689313,10.76657059446603,1243.2324588893746,149.51664422165268,1587.4015104692296,159.62757758504466,1501.0497590759355,1402.2348241434804,17.29618070645528,69.69797757979873,0.6521454010362282
02/01/2025,03.00.00,3.228078551402877,1480.0559004961451,-102.79258148714888,1.5207807640417599,403.1638348472716,121.51814710137356,1225.2798649191006,151.41050030676584,1592.3396887200522,1655.0860901668575,8.206674669544036,25.582446054779687,0.7795365259939695
02/01/2025,04.00.00,2.816634742116603,1215.098713242372,-150.7027746632566,9.308844677754468,594.9443040891349,199.55565325205032,1130.6670850499706,72.08506682486431,1426.1935858880538,620.7255792825367,14.118722099363506,63.760082280498764,0.649231242870731
02/01/2025,05.00.00,2.980104125688934,1094.2752006794487,47.108507593525616,9.181359241735008,665.2153128708716,97.8975949239854,708.892008601501,166.42851488349612,1581.3667676957064,759.0677864609086,15.360253460693476,48.43071763048592,0.7563631768651862
02/01/2025,06.00.00,3.1301384535758654,1406.9840855875577,87.82820850028465,5.8445329931637175,863.6327329985752,-47.383814092086936,623.3459379003698,147.00993175717602,2036.236658321405,932.5071596954394,16.987349518754037,54.51349513122152,1.2186271532963335
02/01/2025,07.00.00,3.8187368393422174,1191.9756887936812,21.86273319704432,-1.4914647367779903,988.5300610019477,81.05310323608865,648.4013913066993,81.61186487534854,1265.7783743251714,1677.6087559752903,18.35643509145678,49.92930921001752,0.9946379624089341
02/01/2025,08.00.00,2.398772207134629,1013.8918021311409,406.5478334577938,13.779154924300501,664.6922925333965,128.08871168647215,795.7716231897732,57.69874030102477,1833.1210722457859,1763.1471151377975,8.12380636964755,58.128296728856625,0.6961718618267312
02/01/2025,09.00.00,1.629672228303905,1079.1866014673208,36.07110794200415,10.2885763384654,718.5376390362271,166.3808226702707,1018.2900526494593,94.85178346724251,1314.9428359158048,806.3843912687003,17.789883827354366,57.23720081277517,0.6503758605782416
02/01/2025,10.00.00,2.4286972718180073,1405.4978195792683,-88.92804375908815,13.810831026836649,762.4725159968239,191.32261281259676,826.0630833715368,43.98923170023326,1111.4913726924715,1046.848588181089,15.565527316289948,37.05739804225746,0.8767760822811664
02/01/2025,11.00.00,0.029606654290581513,1206.991799893563,-17.786730180874628,5.303438769230154,947.7955312547713,72.40549847240963,928.1597156465954,135.29801257324348,1408.3840070891135,1349.9444062321136,9.330342231511986,57.652031256950345,0.9892620763952399
02/01/2025,12.00.00,-1.0741553495827207,1029.5274113646224,259.7219574071548,8.497925491618657,1032.2968161563986,93.71468267836936,1055.1781810507384,97.55647332887575,1901.393629118427,1126.253080842454,15.915021309639215,44.129057651229935,0.7190110271970328
02/01/2025,13.00.00,1.7040178408141349,1318.8230680326178,104.82503467046674,12.005813792925885,1477.124539983868,216.2963293160639,943.9396583709796,141.62917650305954,1456.0881400190608,244.01007007325393,9.876124999703809,23.178369031135396,0.7380757614704192
02/01/2025,14.00.00,2.3184552976298676,1630.1283533202413,220.8998583074479,8.383645187002308,1151.9072216919112,-39.83950857231261,1095.3545266486826,127.65117122450748,1153.5833846468147,1468.4962517856416,15.919032069942986,44.080074874980305,0.8759620976026317
02/01/2025,15.00.00,5.387088800848977,1267.2006999630003,208.68468025150793,6.673474884886752,713.6060484304556,212.9067724074041,801.0380088113156,104.93748842423182,1436.4256510787516,1212.6703856546,15.897337718315168,64.94334999090195,0.7158716677635618
02/01/2025,16.00.00,1.9256672373928874,985.364175898533,101.2075462930171,12.628820172043582,1133.0056635832775,67.27391007018376,1266.275481313185,146.64496593072926,1688.2303549888545,1750.5936024784246,10.927553667365814,32.16998697137116,0.5381435849336162
02/01/2025,17.00.00,4.33166127413617,1381.9380341946949,161.53454961168185,11.936013166810412,641.6600074905141,347.1478717296933,1066.671395444171,106.16618445624195,1776.4889922078655,1213.4513644163649,15.404699031653701,38.69222386973118,0.8533642780384036
02/01/2025,18.00.00,4.857543771350595,1549.7472171851086,417.4214384311614,6.304373234074502,677.1271612136842,133.45296342112798,1046.857162424448,138.15301955068855,1093.1456722815428,1616.962699386083,13.69092581211591,43.913591831098586,0.6455359992345994
02/01/2025,19.00.00,0.0386852560464539,1422.9290435923647,181.54005011545505,0.7612745126133902,597.3953789228634,116.00214586823785,1481.7939987600062,94.18127557383279,1146.644155036779,933.7743994284876,13.176129260152102,11.315269519138226,0.7797120307004335
02/01/2025,20.00.00,1.9787219750842289,1392.0982404041195,457.1164850377346,17.962075734977283,865.241339877592,51.9535436473889,1725.5991530159781,104.53642378284734,1575.3381366146402,1019.0599135488437,15.288922592711183,47.97071820100824,0.7069557872809142
02/01/2025,21.00.00,1.5482876557410101,1215.0845022777812,1110.7573299482892,4.869172669517805,963.2033628338851,122.71724842048944,1437.303116499492,16.50775524252866,1879.8397951035415,1507.876471733826,5.095480995358887,45.122648802381235,0.7352842074048649
02/01/2025,22.00.00,0.375682851559747,1034.160272302566,-2.1985344067950052,22.415839014481246,1179.6454974331853,249.5720988633722,1226.393240921546,65.94063829609459,1423.183164604225,1216.6706042820958,8.915595160912742,60.28278483386726,0.7536516938180481
02/01/2025,23.00.00,1.7826827021207634,1395.6808674268145,239.11022386571872,7.373847364052853,1238.0207711449714,54.0694843951608,1197.8872118594636,121.87728351126924,1483.930427049268,1153.850165398144,8.785519008198929,63.31325226717475,0.7614157358743804
03/01/2025,00.00.00,1.58117187818362,1477.769586594518,60.84810063359576,-0.08220982263430976,529.128086264738,194.26529076380888,686.6365408110867,159.60982169946362,983.0907905945154,1681.1933560252783,15.346959237681745,48.65495530725975,1.7261338352668156
03/01/2025,01.00.00,2.8371679183526775,1213.8991409475013,341.39204407673753,10.756270968914459,974.6542756159511,113.68967926571162,1016.4817397740713,112.61057141886033,1088.1429463736029,509.5201734187415,17.735462268609908,52.49750614518898,0.7615444472190716
03/01/2025,02.00.00,2.318476489160902,1307.4414895950226,86.39129779541084,4.4032367371139065,986.5415867856148,62.60307012687632,1141.8969360805886,47.311953086596304,1862.2206009423705,1210.2142607503629,15.54895570136347,64.1556937366573,1.020628224450762
